"","h_season","matchup","home_team","away_team","home_wins","away_wins","date","home_series_win","h_net_rating","h_off_eFG","h_off_tov_rate","h_off_reb_rate","h_off_ft_fga_ratio","h_def_eFG","h_def_tov_rate","h_def_reb_rate","h_def_ft_fga_ratio","h_top_3_players","h_top_3_vorp","h_best_player","h_best_vorp","a_net_rating","a_off_eFG","a_off_tov_rate","a_off_reb_rate","a_off_ft_fga_ratio","a_def_eFG","a_def_tov_rate","a_def_reb_rate","a_def_ft_fga_ratio","a_top_3_players","a_top_3_vorp","a_best_player","a_best_vorp","a_season","net_rating_diff","off_eFG_diff","off_tov_rate_diff","off_reb_rate_diff","off_ft_fga_ratio_diff","def_eFG_diff","def_tov_rate_diff","def_reb_rate_diff","def_ft_fga_ratio_diff","top_3_vorp_diff","best_vorp_diff"
"48",2006,"Sacramento Kings at San Antonio Spurs","San Antonio Spurs","Sacramento Kings",4,1,2006-04-22,1,7.7,0.513,13.6,26,0.209,0.457,13.5,74.2,0.22,"Tim Duncan, Manu Ginóbili, Tony Parker",12.3,"Tim Duncan",4.9,1.7,0.492,13.9,25.4,0.262,0.488,13.7,72.2,0.21,"Brad Miller, Mike Bibby, Shareef Abdur-Rahim",7.5,"Brad Miller",3.3,2006,6,0.021,-0.300000000000001,2,-0.053,-0.031,-0.199999999999999,2,0.01,4.8,1.6
"49",2006,"Washington Wizards at Cleveland Cavaliers","Cleveland Cavaliers","Washington Wizards",4,2,2006-04-22,1,2.4,0.492,13.3,28.4,0.263,0.49,12.8,75.7,0.226,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",12.6,"LeBron James",9.4,2,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,"Gilbert Arenas, Antawn Jamison, Caron Butler",10.7,"Gilbert Arenas",6.3,2006,0.4,0.00800000000000001,0.5,4.8,-0.021,-0.014,-2.3,4.8,-0.03,1.9,3.1
"50",2006,"Los Angeles Lakers at Phoenix Suns","Phoenix Suns","Los Angeles Lakers",4,3,2006-04-23,1,5.7,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,"Shawn Marion, Steve Nash, Boris Diaw",14,"Shawn Marion",5.6,2.7,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242,"Kobe Bryant, Lamar Odom, Smush Parker",13.4,"Kobe Bryant",8,2006,3,0.042,-0.9,-1.5,-0.079,0.004,-0.200000000000001,-1.5,-0.042,0.6,-2.4
"51",2006,"Memphis Grizzlies at Dallas Mavericks","Dallas Mavericks","Memphis Grizzlies",3,0,2006-04-23,NA,6.8,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,"Dirk Nowitzki, Jason Terry, Josh Howard",13.6,"Dirk Nowitzki",7.9,4.3,0.496,13.9,25.8,0.241,0.469,14.7,72,0.237,"Pau Gasol, Shane Battier, Mike Miller",12.2,"Pau Gasol",6,2006,2.5,-0.001,-0.800000000000001,0.200000000000003,0.044,0.006,-1,0.200000000000003,0.02,1.4,1.9
"52",2006,"Milwaukee Bucks at Detroit Pistons","Detroit Pistons","Milwaukee Bucks",3,1,2006-04-23,NA,7.7,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,"Chauncey Billups, Ben Wallace, Rasheed Wallace",14.1,"Chauncey Billups",6.1,-1.1,0.492,13.8,27.3,0.238,0.504,13.8,74.6,0.262,"Michael Redd, Bobby Simmons, Andrew Bogut",7.5,"Michael Redd",4.6,2006,8.8,0.005,-2.6,-3.39999999999999,-0.022,-0.027,-0.100000000000001,-3.39999999999999,-0.071,6.6,1.5
"53",2006,"Indiana Pacers at New Jersey Nets","New Jersey Nets","Indiana Pacers",2,1,2006-04-25,NA,1.5,0.478,13.3,24,0.262,0.476,14,76.3,0.266,"Jason Kidd, Vince Carter, Richard Jefferson",14.6,"Jason Kidd",5.5,2.1,0.487,14.8,27.1,0.254,0.464,13,72.6,0.232,"Jermaine O'Neal, Peja Stojaković, Danny Granger",6.7,"Jermaine O'Neal",2,2006,-0.6,-0.00900000000000001,-1.5,3.7,0.00800000000000001,0.012,1,3.7,0.034,7.9,3.5
"54",2006,"Cleveland Cavaliers at Detroit Pistons","Detroit Pistons","Cleveland Cavaliers",4,2,2006-05-07,1,7.7,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,"Chauncey Billups, Ben Wallace, Rasheed Wallace",14.1,"Chauncey Billups",6.1,2.4,0.492,13.3,28.4,0.263,0.49,12.8,75.7,0.226,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",12.6,"LeBron James",9.4,2006,5.3,0.005,-2.1,-4.5,-0.047,-0.013,0.899999999999999,-4.5,-0.035,1.5,-3.3
"55",2006,"Dallas Mavericks at San Antonio Spurs","San Antonio Spurs","Dallas Mavericks",2,4,2006-05-07,0,7.7,0.513,13.6,26,0.209,0.457,13.5,74.2,0.22,"Tim Duncan, Manu Ginóbili, Tony Parker",12.3,"Tim Duncan",4.9,6.8,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,"Dirk Nowitzki, Jason Terry, Josh Howard",13.6,"Dirk Nowitzki",7.9,2006,0.9,0.018,0.5,2,-0.076,-0.018,-0.199999999999999,2,-0.037,-1.3,-3
"56",2006,"New Jersey Nets at Miami Heat","Miami Heat","New Jersey Nets",4,1,2006-05-08,1,4.2,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,"Dwyane Wade, Shaquille O'Neal, Jason Williams",10.7,"Dwyane Wade",7.1,1.5,0.478,13.3,24,0.262,0.476,14,76.3,0.266,"Jason Kidd, Vince Carter, Richard Jefferson",14.6,"Jason Kidd",5.5,2006,2.7,0.039,0.6,0.100000000000009,-0.00800000000000001,0.001,-1.6,0.100000000000009,-0.015,-3.9,1.6
"57",2006,"LA Clippers at Phoenix Suns","Phoenix Suns","Los Angeles Clippers",3,3,2006-05-10,NA,5.7,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,"Shawn Marion, Steve Nash, Boris Diaw",14,"Shawn Marion",5.6,1.7,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,"Elton Brand, Sam Cassell, Cuttino Mobley",10.5,"Elton Brand",6.8,2006,4,0.05,-1.6,-3.80000000000001,-0.097,0.019,1,-3.80000000000001,-0.04,3.5,-1.2
"58",2006,"Miami Heat at Detroit Pistons","Detroit Pistons","Miami Heat",2,4,2006-05-23,0,7.7,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,"Chauncey Billups, Ben Wallace, Rasheed Wallace",14.1,"Chauncey Billups",6.1,4.2,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,"Dwyane Wade, Shaquille O'Neal, Jason Williams",10.7,"Dwyane Wade",7.1,2006,3.5,-0.02,-2.7,-5.2,-0.038,0,1.3,-5.2,-0.06,3.4,-1
"59",2006,"Phoenix Suns at Dallas Mavericks","Dallas Mavericks","Phoenix Suns",3,2,2006-05-24,NA,6.8,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,"Dirk Nowitzki, Jason Terry, Josh Howard",13.6,"Dirk Nowitzki",7.9,5.7,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,"Shawn Marion, Steve Nash, Boris Diaw",14,"Shawn Marion",5.6,2006,1.1,-0.042,0.9,0.100000000000009,0.119,-0.015,0.5,0.100000000000009,0.057,-0.399999999999999,2.3
"60",2006,"Miami Heat at Dallas Mavericks","Dallas Mavericks","Miami Heat",2,4,2006-06-08,0,6.8,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,"Dirk Nowitzki, Jason Terry, Josh Howard",13.6,"Dirk Nowitzki",7.9,4.2,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,"Dwyane Wade, Shaquille O'Neal, Jason Williams",10.7,"Dwyane Wade",7.1,2006,2.6,-0.022,-0.800000000000001,-4.2,0.031,-0.002,1.3,-4.2,0.006,2.9,0.800000000000001
"61",2007,"Miami Heat at Chicago Bulls","Chicago Bulls","Miami Heat",4,0,2007-04-21,1,5.3,0.493,14.7,28.6,0.229,0.473,16.2,74.3,0.252,"Luol Deng, Ben Wallace, Kirk Hinrich",11.1,"Luol Deng",3.9,-1,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.232,"Dwyane Wade, James Posey, Shaquille O'Neal",9.6,"Dwyane Wade",4.9,2007,6.3,-0.013,0.399999999999999,1,0.00700000000000001,-0.012,2.4,1,0.02,1.5,-1
"62",2007,"New Jersey Nets at Toronto Raptors","Toronto Raptors","New Jersey Nets",2,3,2007-04-21,NA,1,0.504,13,22.2,0.239,0.503,14.3,74.5,0.219,"Chris Bosh, Anthony Parker, José Calderón",8.4,"Chris Bosh",3.1,-0.9,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,"Jason Kidd, Vince Carter, Boštjan Nachbar",10.4,"Jason Kidd",4.9,2007,1.9,0,-1.2,0.0999999999999943,-0.006,0.013,0.600000000000001,0.0999999999999943,-0.047,-2,-1.8
"63",2007,"Orlando Magic at Detroit Pistons","Detroit Pistons","Orlando Magic",4,0,2007-04-21,1,4.7,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234,"Chauncey Billups, Tayshaun Prince, Rasheed Wallace",9.7,"Chauncey Billups",4.3,0.8,0.5,16.3,29.3,0.276,0.48,14.6,73.7,0.286,"Dwight Howard, Grant Hill, Hedo Türkoğlu",6.6,"Dwight Howard",3.7,2007,3.9,-0.012,-4.3,-2.8,-0.039,-0.003,-0.299999999999999,-2.8,-0.052,3.1,0.6
"64",2007,"Utah Jazz at Houston Rockets","Houston Rockets","Utah Jazz",3,4,2007-04-21,0,5.3,0.499,13.6,25.7,0.22,0.466,13.6,77,0.23,"Tracy McGrady, Shane Battier, Yao Ming",11.2,"Tracy McGrady",5.2,3.1,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,"Carlos Boozer, Andrei Kirilenko, Mehmet Okur",10.1,"Carlos Boozer",4.3,2007,2.2,-0.003,-0.9,1.90000000000001,-0.063,-0.03,-0.800000000000001,1.90000000000001,-0.084,1.1,0.9
"65",2007,"Denver Nuggets at San Antonio Spurs","San Antonio Spurs","Denver Nuggets",4,1,2007-04-22,1,9.3,0.521,13.6,24.2,0.235,0.471,14,75.7,0.201,"Tim Duncan, Manu Ginóbili, Tony Parker",14.5,"Tim Duncan",6.2,1.7,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,"Marcus Camby, Carmelo Anthony, Allen Iverson",8.2,"Marcus Camby",4,2007,7.6,0.02,-1,3.90000000000001,-0.033,-0.028,-0.5,3.90000000000001,-0.002,6.3,2.2
"66",2007,"Golden State Warriors at Dallas Mavericks","Dallas Mavericks","Golden State Warriors",2,4,2007-04-22,0,8.1,0.509,13.4,28.7,0.256,0.477,14.2,75,0.265,"Dirk Nowitzki, Jason Terry, Josh Howard",14.9,"Dirk Nowitzki",7.4,-0.4,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,"Baron Davis, Matt Barnes, Jason Richardson",5.7,"Baron Davis",3.2,2007,8.5,-0.003,-0.699999999999999,5.40000000000001,0.041,-0.029,-1.9,5.40000000000001,0.001,9.2,4.2
"67",2007,"Washington Wizards at Cleveland Cavaliers","Cleveland Cavaliers","Washington Wizards",3,0,2007-04-22,NA,4.2,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",10.7,"LeBron James",8.1,-0.5,0.491,12.6,28.1,0.272,0.517,14.4,71,0.249,"Gilbert Arenas, Antawn Jamison, Caron Butler",9,"Gilbert Arenas",5,2007,4.7,-0.00700000000000001,0.800000000000001,4.8,-0.049,-0.037,0.299999999999999,4.8,-0.006,1.7,3.1
"68",2007,"Los Angeles Lakers at Phoenix Suns","Phoenix Suns","Los Angeles Lakers",2,1,2007-04-24,NA,7.5,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,"Steve Nash, Shawn Marion, Leandro Barbosa",13.2,"Steve Nash",5.3,0,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,"Kobe Bryant, Lamar Odom, Luke Walton",9,"Kobe Bryant",6.1,2007,7.5,0.04,-0.9,-0.399999999999991,-0.034,-0.00800000000000001,0.0999999999999996,-0.399999999999991,-0.056,4.2,-0.8
"69",2007,"Chicago Bulls at Detroit Pistons","Detroit Pistons","Chicago Bulls",4,2,2007-05-05,1,4.7,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234,"Chauncey Billups, Tayshaun Prince, Rasheed Wallace",9.7,"Chauncey Billups",4.3,5.3,0.493,14.7,28.6,0.229,0.473,16.2,74.3,0.252,"Luol Deng, Ben Wallace, Kirk Hinrich",11.1,"Luol Deng",3.9,2007,-0.6,-0.005,-2.7,-3.39999999999999,0.00799999999999998,0.004,-1.9,-3.39999999999999,-0.018,-1.4,0.4
"70",2007,"New Jersey Nets at Cleveland Cavaliers","Cleveland Cavaliers","New Jersey Nets",4,2,2007-05-06,1,4.2,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",10.7,"LeBron James",8.1,-0.9,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,"Jason Kidd, Vince Carter, Boštjan Nachbar",10.4,"Jason Kidd",4.9,2007,5.1,-0.02,-0.799999999999999,1.39999999999999,-0.022,-0.01,1,1.39999999999999,-0.023,0.300000000000001,3.2
"71",2007,"San Antonio Spurs at Phoenix Suns","Phoenix Suns","San Antonio Spurs",2,4,2007-05-06,0,7.5,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,"Steve Nash, Shawn Marion, Leandro Barbosa",13.2,"Steve Nash",5.3,9.3,0.521,13.6,24.2,0.235,0.471,14,75.7,0.201,"Tim Duncan, Manu Ginóbili, Tony Parker",14.5,"Tim Duncan",6.2,2007,-1.8,0.03,-0.199999999999999,-3.8,-0.02,0.021,-0.4,-3.8,0.00499999999999998,-1.3,-0.9
"72",2007,"Golden State Warriors at Utah Jazz","Utah Jazz","Golden State Warriors",2,1,2007-05-07,NA,3.1,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,"Carlos Boozer, Andrei Kirilenko, Mehmet Okur",10.1,"Carlos Boozer",4.3,-0.4,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,"Baron Davis, Matt Barnes, Jason Richardson",5.7,"Baron Davis",3.2,2007,3.5,-0.01,0.4,5.5,0.068,-0.01,-1.7,5.5,0.05,4.4,1.1
"73",2007,"Utah Jazz at San Antonio Spurs","San Antonio Spurs","Utah Jazz",4,0,2007-05-20,1,9.3,0.521,13.6,24.2,0.235,0.471,14,75.7,0.201,"Tim Duncan, Manu Ginóbili, Tony Parker",14.5,"Tim Duncan",6.2,3.1,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,"Carlos Boozer, Andrei Kirilenko, Mehmet Okur",10.1,"Carlos Boozer",4.3,2007,6.2,0.019,-0.9,0.600000000000009,-0.048,-0.025,-0.4,0.600000000000009,-0.113,4.4,1.9
"74",2007,"Cleveland Cavaliers at Detroit Pistons","Detroit Pistons","Cleveland Cavaliers",2,4,2007-05-21,0,4.7,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234,"Chauncey Billups, Tayshaun Prince, Rasheed Wallace",9.7,"Chauncey Billups",4.3,4.2,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",10.7,"LeBron James",8.1,2007,0.5,0.004,-1.4,-4.89999999999999,0.014,-0.003,-0.399999999999999,-4.89999999999999,-0.00899999999999998,-1,-3.8
"75",2007,"Cleveland Cavaliers at San Antonio Spurs","San Antonio Spurs","Cleveland Cavaliers",4,0,2007-06-07,1,9.3,0.521,13.6,24.2,0.235,0.471,14,75.7,0.201,"Tim Duncan, Manu Ginóbili, Tony Parker",14.5,"Tim Duncan",6.2,4.2,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",10.7,"LeBron James",8.1,2007,5.1,0.037,0.199999999999999,-0.0999999999999943,0.012,-0.00900000000000001,-0.699999999999999,-0.0999999999999943,-0.042,3.8,-1.9
"76",2008,"Dallas Mavericks at New Orleans Hornets","New Orleans Hornets","Dallas Mavericks",3,1,2008-04-19,NA,5.8,0.512,11.4,27,0.193,0.501,13.5,75.4,0.184,"Chris Paul, David West, Peja Stojaković",14.4,"Chris Paul",9.3,5,0.502,12.3,26.7,0.259,0.474,11.7,75,0.252,"Dirk Nowitzki, Jason Terry, Josh Howard",11.5,"Dirk Nowitzki",6,2008,0.8,0.01,-0.9,0.400000000000006,-0.066,0.027,1.8,0.400000000000006,-0.068,2.9,3.3
"77",2008,"Phoenix Suns at San Antonio Spurs","San Antonio Spurs","Phoenix Suns",4,1,2008-04-19,1,5.4,0.504,12.6,23.4,0.21,0.477,12.8,77.1,0.201,"Manu Ginóbili, Tim Duncan, Tony Parker",13.4,"Manu Ginóbili",6,5.2,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191,"Amar'e Stoudemire, Steve Nash, Shawn Marion",11.6,"Amar'e Stoudemire",4.6,2008,0.2,-0.047,-0.800000000000001,6.19999999999999,-0.018,-0.011,1,6.19999999999999,0.01,1.8,1.4
"78",2008,"Utah Jazz at Houston Rockets","Houston Rockets","Utah Jazz",2,4,2008-04-19,0,5.2,0.492,13,29.1,0.2,0.465,12.8,74.8,0.214,"Tracy McGrady, Shane Battier, Yao Ming",8.8,"Tracy McGrady",3.1,7.3,0.528,13.6,29.5,0.265,0.501,15,74.1,0.294,"Deron Williams, Andrei Kirilenko, Carlos Boozer",12,"Deron Williams",4.5,2008,-2.1,-0.036,-0.6,0.700000000000003,-0.065,-0.036,-2.2,0.700000000000003,-0.08,-3.2,-1.4
"79",2008,"Washington Wizards at Cleveland Cavaliers","Cleveland Cavaliers","Washington Wizards",4,2,2008-04-19,1,-0.4,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,"LeBron James, Zydrunas Ilgauskas, Daniel Gibson",11.4,"LeBron James",9.8,-0.4,0.489,12.5,28.9,0.233,0.513,13.5,72.8,0.217,"Caron Butler, Antawn Jamison, DeShawn Stevenson",7.6,"Caron Butler",3.5,2008,0,-0.00900000000000001,0.6,3.10000000000001,-0.012,-0.019,-0.6,3.10000000000001,0.023,3.8,6.3
"80",2008,"Atlanta Hawks at Boston Celtics","Boston Celtics","Atlanta Hawks",4,2,2008-04-20,1,11.3,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,"Kevin Garnett, Paul Pierce, Ray Allen",14.3,"Kevin Garnett",6,-2,0.483,14,29.7,0.263,0.501,12.9,71.7,0.217,"Josh Smith, Joe Johnson, Josh Childress",8.7,"Josh Smith",3.7,2008,13.3,0.039,0.699999999999999,2.7,0.004,-0.044,2.3,2.7,0.036,5.6,2.3
"81",2008,"Denver Nuggets at Los Angeles Lakers","Los Angeles Lakers","Denver Nuggets",3,0,2008-04-20,NA,7.5,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,"Kobe Bryant, Lamar Odom, Pau Gasol",11.2,"Kobe Bryant",6.3,3.7,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203,"Allen Iverson, Marcus Camby, Carmelo Anthony",10.3,"Allen Iverson",4,2008,3.8,0.015,0,1.30000000000001,-0.013,-0.014,-1.2,1.30000000000001,0.011,0.899999999999999,2.3
"82",2008,"Philadelphia 76ers at Detroit Pistons","Detroit Pistons","Philadelphia 76ers",4,2,2008-04-20,1,8.5,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,"Chauncey Billups, Rasheed Wallace, Richard Hamilton",12.4,"Chauncey Billups",6.2,0.4,0.482,13.4,31.8,0.227,0.504,15.1,72,0.205,"Andre Iguodala, Andre Miller, Lou Williams",9.4,"Andre Iguodala",4.9,2008,8.1,0.013,-2,1.7,0.003,-0.034,-1.7,1.7,0.039,3,1.3
"83",2008,"Toronto Raptors at Orlando Magic","Orlando Magic","Toronto Raptors",4,1,2008-04-20,1,5.8,0.537,13.6,23.4,0.256,0.484,12.3,74.8,0.217,"Rashard Lewis, Dwight Howard, Hedo Türkoğlu",11.3,"Rashard Lewis",4,3.2,0.511,11.4,23.4,0.2,0.505,13.5,75,0.205,"José Calderón, Chris Bosh, Jamario Moon",10.2,"José Calderón",4.1,2008,2.6,0.026,2.2,-0.200000000000003,0.056,-0.021,-1.2,-0.200000000000003,0.012,1.1,-0.0999999999999996
"84",2008,"Orlando Magic at Detroit Pistons","Detroit Pistons","Orlando Magic",4,1,2008-05-03,1,8.5,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,"Chauncey Billups, Rasheed Wallace, Richard Hamilton",12.4,"Chauncey Billups",6.2,5.8,0.537,13.6,23.4,0.256,0.484,12.3,74.8,0.217,"Rashard Lewis, Dwight Howard, Hedo Türkoğlu",11.3,"Rashard Lewis",4,2008,2.7,-0.042,-2.2,-1.09999999999999,-0.026,-0.014,1.1,-1.09999999999999,0.027,1.1,2.2
"85",2008,"Utah Jazz at Los Angeles Lakers","Los Angeles Lakers","Utah Jazz",4,1,2008-05-04,1,7.5,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,"Kobe Bryant, Lamar Odom, Pau Gasol",11.2,"Kobe Bryant",6.3,7.3,0.528,13.6,29.5,0.265,0.501,15,74.1,0.294,"Deron Williams, Andrei Kirilenko, Carlos Boozer",12,"Deron Williams",4.5,2008,0.2,-0.003,-0.699999999999999,-0.699999999999989,-0.00900000000000001,-0.016,-2.1,-0.699999999999989,-0.08,-0.800000000000001,1.8
"86",2008,"San Antonio Spurs at New Orleans Hornets","New Orleans Hornets","San Antonio Spurs",2,4,2008-05-05,0,5.8,0.512,11.4,27,0.193,0.501,13.5,75.4,0.184,"Chris Paul, David West, Peja Stojaković",14.4,"Chris Paul",9.3,5.4,0.504,12.6,23.4,0.21,0.477,12.8,77.1,0.201,"Manu Ginóbili, Tim Duncan, Tony Parker",13.4,"Manu Ginóbili",6,2008,0.399999999999999,0.00800000000000001,-1.2,-1.69999999999999,-0.017,0.024,0.699999999999999,-1.69999999999999,-0.017,1,3.3
"87",2008,"Cleveland Cavaliers at Boston Celtics","Boston Celtics","Cleveland Cavaliers",3,3,2008-05-08,NA,11.3,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,"Kevin Garnett, Paul Pierce, Ray Allen",14.3,"Kevin Garnett",6,-0.4,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,"LeBron James, Zydrunas Ilgauskas, Daniel Gibson",11.4,"LeBron James",9.8,2008,11.7,0.042,1.6,-1.5,0.046,-0.037,2.3,-1.5,0.013,2.9,-3.8
"88",2008,"Detroit Pistons at Boston Celtics","Boston Celtics","Detroit Pistons",4,2,2008-05-20,1,11.3,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,"Kevin Garnett, Paul Pierce, Ray Allen",14.3,"Kevin Garnett",6,8.5,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,"Chauncey Billups, Rasheed Wallace, Richard Hamilton",12.4,"Chauncey Billups",6.2,2008,2.8,0.027,3.3,0.700000000000003,0.037,-0.013,1.8,0.700000000000003,0.00900000000000001,1.9,-0.2
"89",2008,"Los Angeles Lakers at San Antonio Spurs","San Antonio Spurs","Los Angeles Lakers",1,1,2008-05-25,NA,5.4,0.504,12.6,23.4,0.21,0.477,12.8,77.1,0.201,"Manu Ginóbili, Tim Duncan, Tony Parker",13.4,"Manu Ginóbili",6,7.5,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,"Kobe Bryant, Lamar Odom, Pau Gasol",11.2,"Kobe Bryant",6.3,2008,-2.1,-0.021,-0.300000000000001,3.69999999999999,-0.046,-0.00800000000000001,-0.0999999999999996,3.69999999999999,-0.013,2.2,-0.3
"90",2008,"Los Angeles Lakers at Boston Celtics","Boston Celtics","Los Angeles Lakers",4,2,2008-06-05,1,11.3,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,"Kevin Garnett, Paul Pierce, Ray Allen",14.3,"Kevin Garnett",6,7.5,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,"Kobe Bryant, Lamar Odom, Pau Gasol",11.2,"Kobe Bryant",6.3,2008,3.8,-0.003,1.8,1,0.011,-0.028,2.3,1,0.039,3.1,-0.3
"91",2009,"Chicago Bulls at Boston Celtics","Boston Celtics","Chicago Bulls",4,3,2009-04-18,1,8.2,0.528,15,27.9,0.251,0.47,14,75.6,0.253,"Ray Allen, Rajon Rondo, Paul Pierce",12.2,"Ray Allen",4.3,-0.3,0.493,13.3,28,0.239,0.493,13.1,70.9,0.238,"Ben Gordon, Joakim Noah, Derrick Rose",5,"Ben Gordon",2.3,2009,8.5,0.035,1.7,4.69999999999999,0.012,-0.023,0.9,4.69999999999999,0.015,7.2,2
"92",2009,"Dallas Mavericks at San Antonio Spurs","San Antonio Spurs","Dallas Mavericks",1,4,2009-04-18,0,4.2,0.513,11.7,22.1,0.191,0.487,11.7,78,0.191,"Tim Duncan, Tony Parker, Manu Ginóbili",10.6,"Tim Duncan",4.7,2.1,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225,"Dirk Nowitzki, Jason Kidd, Jason Terry",11.3,"Dirk Nowitzki",4.2,2009,2.1,0.00900000000000001,-0.4,3.40000000000001,-0.033,-0.006,-0.600000000000001,3.40000000000001,-0.034,-0.699999999999999,0.5
"93",2009,"Detroit Pistons at Cleveland Cavaliers","Cleveland Cavaliers","Detroit Pistons",4,0,2009-04-18,1,10,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226,"LeBron James, Mo Williams, Delonte West",16.9,"LeBron James",11.8,-0.6,0.483,11.7,27.9,0.212,0.485,11.7,74,0.248,"Tayshaun Prince, Rasheed Wallace, Antonio McDyess",7,"Tayshaun Prince",2.5,2009,10.6,0.036,0.800000000000001,0.599999999999994,0.024,-0.017,1.8,0.599999999999994,-0.022,9.9,9.3
"94",2009,"Houston Rockets at Portland Trail Blazers","Portland Trail Blazers","Houston Rockets",2,4,2009-04-18,0,6.1,0.511,12.5,32.6,0.234,0.499,13.2,75,0.227,"Brandon Roy, LaMarcus Aldridge, Rudy Fernández",11,"Brandon Roy",6,4.4,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192,"Yao Ming, Metta World Peace, Shane Battier",7.7,"Yao Ming",3.3,2009,1.7,0.01,-1.1,-0.299999999999997,-0.000999999999999973,0.02,1.3,-0.299999999999997,0.035,3.3,2.7
"95",2009,"Miami Heat at Atlanta Hawks","Atlanta Hawks","Miami Heat",4,3,2009-04-19,1,1.7,0.504,12.5,26,0.238,0.494,13.2,71.6,0.21,"Joe Johnson, Mike Bibby, Josh Smith",8.2,"Joe Johnson",3.1,0.2,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251,"Dwyane Wade, Mario Chalmers, Shawn Marion",11.5,"Dwyane Wade",9.6,2009,1.5,0.004,0.4,-1.30000000000001,0.026,-0.00700000000000001,-1.3,-1.30000000000001,-0.041,-3.3,-6.5
"96",2009,"New Orleans Hornets at Denver Nuggets","Denver Nuggets","New Orleans Hornets",4,1,2009-04-19,1,3.6,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259,"Chauncey Billups, Nenê, J.R. Smith",8.7,"Chauncey Billups",3.7,1.7,0.501,12.5,24.6,0.232,0.496,13.2,74.9,0.23,"Chris Paul, David West, Rasual Butler",12.9,"Chris Paul",9.9,2009,1.9,0.011,1.7,-3.2,0.058,-0.011,0.9,-3.2,0.029,-4.2,-6.2
